source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
we are proud of siyas achievements both in class and in the sports arena said naidoo,siyaziqhenya ngempumelelo kasiya ekilasini nakwezemidlalo kusho unaidoo,en-zu,englishzulu00014.xlsx,Sheet1,16,7
the students outlined common mistakes that individuals make when using a mask that place them at increased risk of the virus such as touching the front of the mask while in use incorrect removal of masks and placing the mask on the chin,izitshudeni zibalule amaphutha avamile abantu abajwayele ukuwenza uma befaka isifonyo abenza babe sengozini yokutheleleka yigciwane njengokuthinta isifonyo ngaphambili ngenkathi besisebenzisa indlela engalungile yokukhumula izifonyo nokubeka isifonyo esilevini,en-zu,englishzulu00405.xlsx,Sheet1,43,27
caption mr ethan hammond,caption umnu uethan hammond,en-zu,englishzulu00521.xlsx,Sheet1,4,4
ukzn operates in a region with two economic spectrumsone of economic wealth and vibrancy and another of intense poverty and underdevelopment,iukzn isebenza esifundeni esinemiphakathi emibili ngokwezomnotho umphakathi onomcebo noqhakazile bese kuthi omunye onobuphofu obukhulu,en-zu,englishzulu00385.xlsx,Sheet1,21,14
indepth data were produced through oneonone interviews with each teacher and parent participant and through focus groups with each group of participants teachers and parents separately,imininingo ejulile yakhiqizwa ngenhlololwazi yokuhlola ababambiqhaza okungothisha nabazali ngamunye kubhekenwe yaphinde yakhiqizwa nasemaqoqweni acwaningwayo iqoqo lothisha nelabazali ngokwahlukana,en-zu,EnglishZulu00748 Mildred Nomkhosi Nzimande..xlsx,Sheet1,26,18
you have to reflect on your learning experience in this module by reflecting on your participation in learning activities on the tutor site,kufanele ucabange ngokuhlanganwe nakho ngesikhathi kufundwa kule mojula ngokukhombisa ukubamba kwakho iqhaza emisebenzini yokufunda esisayithini yabafundisi,en-zu,englishzulu00487.xlsx,Sheet1,23,16
the moral awakening of the hero signals the emergence of dystopian elements in each utopia,uma iqhawe selikhanyelwa kabusha ngendlela yokuphila eyonayona yilapho ke sekuqubuka ungabazane ngaleli lizwe,en-zu,EnglishZulu00839 S. Laltha.xlsx,Sheet1,15,13
photograph supplied,isithombe sithunywele,en-zu,englishzulu00400.xlsx,Sheet1,2,2
these categories have largely been used in reporting learner performances and interventions yet they may have serious implications for teaching and learning which ultimately impact learner performance,lezi zigaba zisetshenziswa kakhulu lapho kubikwa ngomsebenzi wabafundi nangezindlela zokungenelela nokho okubalulekile ukuthi lezi zigaba zinomthelela onqala ekufundiseni nasekufundeni lokhu okuba nomthelela nakho ekusebenzeni kwabafundi,en-zu,EnglishZulu00669 Jabulile Mzimela.xlsx,Sheet1,27,25
this is untrue,lokhu akulona iqiniso,en-zu,EnglishZulu01530.xlsx,Sheet1,3,3
learners first have to be able to distinguish between objects and nonobjects representing halves,abafundi kumele baqale ngokwazi ukuhlukanisa phakathi kwezinto eziphathekayo kanye nezinto ezingaphathekiyo ezimele izingxenye,en-zu,englishzulu00200.xlsx,Sheet1,14,13
the bth hons course in church history consists of five modules,i bth hons kumlando we sonto uqukethe ama mojuli amahlanu,en-zu,englishzulu00474.xlsx,Sheet1,11,10
three weeks later i left wales and was sent to dover england to start my training,emasontweni amathathu alandela ngalishiya elasewales ngaliphekisa edover engilandi sengiyoqala ukuqeqeshwa kwami,en-zu,englishzulu00064.xlsx,Sheet1,16,11
the release kinetics data of were spontaneously released into the aqueous media from the rucspva enfs with the highest and releasing rates recorded for complexes and respectively,imininingo yerelease kinetics data of ikhishwe ngokungahlelekile kwiaqueous media from the rucspva enfs ngesikalo esiphezulu ne releasing rates eqophe amacomplexes and ngokufanayo,en-zu,englishzulu202500077.xlsx,Sheet1,27,22
the expression of these disorders cannot be visually observed until about weeks after harvest when the fruit have been transported to various market destinations,ukwenzeka kwalo monakalo akubonakali kuze kube kuphela amasonto amathathu kuya kwamahlanu emuva kwesivuno ngesikhathi izithelo sezithuthiwe zayiswa ezimakethe ezahlukene,en-zu,EnglishZulu00799 Olaoluwa Omoniyi Olarewaju.xlsx,Sheet1,24,19
two,kabili,en-zu,englishzulu00158.xlsx,Sheet1,1,1
the main factors influencing teachers job satisfaction include the job itself teachers health and wellbeing the category of students and the type of school,izimo eziqavile ezinomthelela ekwanelisekeni ngomsebenzi kothisha kubalwa kukho umsebenzi qobo lwawo ezempilo zothisha kanye nenhlalakahle uhlobo lwabafundi kanye nohlobo lwesikole,en-zu,englishzulu202500026.xlsx,Sheet1,24,20
then take time to formulate a topic for this research project,bese uthatha iskhathi wakhe isihloko salolo cwaningo,en-zu,englishzulu00471.xlsx,Sheet1,11,7
safe and responsible methods,izindlelakwenza eziphephile nezingunyaziwe,en-zu,englishzulu00060.xlsx,Sheet1,4,3
the study further analysed the regional and international competitiveness of industries knowledgebased theory of spatial clustering of industries the dynamic nature of localization regionally concentrated specialized firms linked vertically by value chains gain from complementary competencies and vertical and horizontal integration of firms showing a critical importance of similar or substitutive competencies leading to cognitive proximities innovation and enabling mutual learning processes,ucwaningo luhlaziye futhi ukuncintisana kwezohwebo kwezifunda nezamazwe omhlaba injulalwazi eyencike olwazini yezingxenyana zemikhakha yezohwebo isimo esishintshashintshayo sokubeka endaweni amafemu agxilisisise ezifundeni ezithile ezihlobene ngokuzuza amagugu kusukela emaqophelweni ahambiselanayo ngokuxhumana kanye nokuhlanganisa amabhizinisi nezindlela zonke ukukhombisa ukubaluleka okunohlonze kokuncintisana okufanayo noma kokwengeza kuholela ekusondelaneni ngokomqondo ukuthuthikisa kanye nokuvumela izinqubo zokufunda ezisebenzisanayo,en-zu,EnglishZulu00673 Jerome Motusi Moloi.xlsx,Sheet1,62,50
alumni tour of indigenous garden at bazley beach,uhambo lwababefunda eukzn oluya engadini yemvelo esebazley beach,en-zu,englishzulu00959.xlsx,Sheet1,8,8
always have your student number at hand when you contact the university,njalo uma uxhumana nenyuvesi iba nenombolo yakho yomfundi eduzane,en-zu,englishzulu00486.xlsx,Sheet1,12,9
finally the junction conditions are derived entirely in fivedimensional einsteingaussbonnet gravity via the matching of two spacetime regions leading to a model for a radiating star in higher order gravity,okokugcina izimo kuhlangana zitholakala ngokuphelele ekudonselekeni kukaeinsteingraussbonnet okuzimonhlanu ngokuqondanisa izindawo ezimbili zomkhathi sikhathi okuholela emodelini yenkanyezi ekhipha ukukhanya ekodonselekeni kwezinga eliphezulu,en-zu,EnglishZulu00603 Bryon Brassel.xlsx,Sheet1,30,21
those who continue to buy cigarettes also came into contact with at least people outside their home compared to those who did not sewpaul said,labo abaqhubekayo ukuthenga ugwayi nabo bahlangane nabantu abayi okungesibona abasemakubo uma kuqhathaniswa nalabo abangazange kusho usewpaul,en-zu,englishzulu00400.xlsx,Sheet1,25,16
check for new announcements,ukubheka izimemezelo,en-zu,englishzulu00488.xlsx,Sheet1,4,2
descriptive statistics pearson product moment correlations multiple regression and mediational analyses using process were used to analyse the quantitative data whereas the interpretative phenomenological approach was used for the qualitative data analyses,incazelo yezibalomidanti ubudlelwane bepearson product moment ukubuyela emuva okuphindaphindiwe kanye nokuhlaziya okuxazululayo kusetshenziswa iprocess kusetshenzisiwe ukuhlaziya imininingo yocwaningozinombolo nalapho indlelande yocwaningo olulandela ukuhumusha isimo kusetshenziselwe ukuhlaziya imininingo yekhwalithethivu,en-zu,"EnglishZulu00708 Kugbey, N.xlsx",Sheet1,32,28
the study highlighted that librarians were not playing the required role to develop learners information literacy skills,ucwaningo luqhakambise ukuthi abasebenzi bemitapo yolwazi bebengadlali indima yabo ukuthuthukisa amakhono abafundi okukwazi ukufunda ukubhala nokukukhuluma,en-zu,EnglishZulu00817 Philip Kwaku Kankam.xlsx,Sheet1,17,16
despite these challenges it was a humbling and inspiring experience to engage with chws and south africans in various communities,nakuba bekunezinselelo kodwa bekungumsebenzi omnandi nokukhuthazayo ukusebenza namachw nabantu baseningizimu afrika basemiphakathini ehlukene,en-zu,englishzulu00453.xlsx,Sheet1,20,13
plagriarism is a serious offense people have been expelled from universities and banned from further studies worldwide for plagiarism,ukukopela yicala elikhuluabantu sebeke baxoshwa emanyuvesi bangavunyelwa nokuqhuba izifundo zabo emhlabeni jikelele ngokukopela,en-zu,englishzulu00483.xlsx,Sheet1,19,13
proper management of the day to day accounting and finances of a business is critical to operations and learning how to read analyze and prepare financial statements is an essential skill if you plan to start or run a business,ukuphathwa ngendlela kwezokuhlelwa kwamabhuku ezimali kwansuku zonke nezimali zebhizinisi kubalulekile ekusebenzeni ukuhlaziywa nokulungisa izitatimende zezezimali kuyikhono elibalulekile uma uhlela ukuqala nokuphatha ibhizinisi lakho,en-zu,englishzulu00465.xlsx,Sheet1,40,23
email mramarebeecommissiongovza,iimeyili mramarebeecommissiongovza,en-zu,englishzulu00945.xlsx,Sheet1,2,2
its extremely humbling to get diaspora recognition among such phenomenal women said akob who was inspired by her fellow awardwinners and their stories,kungijabulisa kakhulu ukuhlonishwa phakathi kwabantu besifazane bakwamanye amazwe abavelele ngale ndela kusho unks akob owagqugquzelwa ngabanye abantu besifazane nempumelelo yabo,en-zu,englishzulu00223.xlsx,Sheet1,23,20
assignment carries a weighting of assignment carries a weighting of and assignment carries a weighting of,iasayinimenti inesisindo samamaki esingama iasayinimenti inesisindo samamaki esingama neasayinimenti inesisindo samamaki esingama,en-zu,englishzulu00493.xlsx,Sheet1,16,12
do they explicitly or implicitly describe their own approach in terms of one or other major theorist or theory,ingabe bachaza ngokusobala noma akukho sobala indlela yabo yokwenza izinto ngokuya ngethiyori yabo eyodwa noma umbono omkhulu,en-zu,englishzulu00474.xlsx,Sheet1,19,17
motivation,isisekelo,en-zu,englishzulu00162.xlsx,Sheet1,1,1
these challenges include capital shortages lack of manpower poor infrastructure competition lack of government support strict and unconducive rules and regulations and technological problems,lezi zinselelo zibandakanya ukwesweleka kwemali ukuntuleka kwabasebenzi ukuntuleka kwengqalasizinda eseqophelweni eliphezulu izimbangi ngokwebhizinisi ukuntuleka koxhaso lukahulumeni imithetho eqinile nengalethi isimo esikahle sokusebenza kanye nezinkinga zobuchwepheshe,en-zu,EnglishZulu00773 Nelia eta Marima.xlsx,Sheet1,24,25
protestant work ethic,isimilo somsebenzi sokubhikisha,en-zu,englishzulu00493.xlsx,Sheet1,3,3
towards these gaps in the literature the thesis uses a large battery of implicit measures scored using the most recent techniques to show evidence of a shared common structure that is likely to be made operant by a statistical learning mechanism,mayelana nalezi zikhala ezisemibhalweni lolu cwaningo lusebenzisa inqwaba yezinyathelo ezigudliselayo ezitholwe kusetshenziswa amasu amasha ukukhombisa ubufakazi obubanjisenwe ngezakhiwo ezejwayelekile okunokwenzeka ukuthi zenziwe ngezisetshenziswa njengendlela yokufunda ngohlaziyozibalo,en-zu,EnglishZulu00779 Nikolas Erik Pautz.xlsx,Sheet1,41,26
but we find that a lack of originality is not the result of inability so much as a result of a lack of confidence,kodwa sithola ukungabi nokuzimela okwanele kungakona ukuhluleka kepha kuwumthelela wokungazithembi ngokwanele,en-zu,englishzulu00484.xlsx,Sheet1,24,11
we establish the result that the standard boulwaredeser spacetime can radiate,sithola umphumela othi isikhathi mkhathi esivamile sikaboulwaredeser singakukhipha ukukhanya,en-zu,EnglishZulu00603 Bryon Brassel.xlsx,Sheet1,11,9
we wish you and your children all the best on the journey they are starting today,sinifisela konke okuhle ohambweni lwenu oluqala namuhla,en-zu,englishzulu00053.xlsx,Sheet1,16,7
the study unisa website is available on myunisa wwwunisaaczabrochuresstudies,isizindalwazi istudy unisa siyatholakala kumyunisa wwwunisaaczabrochuresstudies,en-zu,englishzulu00479.xlsx,Sheet1,9,6
among others you may work with the following approaches factual evangelical sympathetic but nonpartisan critical liberational decolonialist,kokunye ungasebenza ngalezi zindlelakwenza eyamaqiniso eyevangeli eyozwelo kodwa engachemile eyokugxeka ekhululayo neyedikholoniyali,en-zu,englishzulu00478.xlsx,Sheet1,17,12
there is neither reconciliation nor rainbowism,akukho ukubuyisana okanye ukubambisana,en-zu,englishzulu00152.xlsx,Sheet1,6,4
role functions and objectives,iqhaza umsebenzi nezinhloso,en-zu,englishzulu00114.xlsx,Sheet1,4,3
try not to exceed words for your two normal assignments words for your st portfolio assignment words for your nd portfolio assignment,zama ukusebenzisa amagama angevile kwayizi kumaasayinimenti ajwayelekile ayi kweyokuqala eyiphothifoliyo ayizi kweyesibili eyiphothifoliyo,en-zu,englishzulu00467.xlsx,Sheet1,22,13
the outcome of this type of study will assist other scholars to get a good overview of a field of study,umphumela walolu hlobo lwesifundo uzosiza nabanye ukuthi bathole ukubuka konke kahle kulo mkhakha,en-zu,englishzulu00482.xlsx,Sheet1,21,13
study the information send to you from the library and attend training sessions if needed,funda ulwazi oluthunyelwa kuwe oluphuma emtapweni wolwazi uze nangezikhathi zokuqeqeshwa uma kudingeka,en-zu,englishzulu00476.xlsx,Sheet1,15,12
this is particularly so during a pandemic such as the coronavirus pandemic,lokhu kunjalo ikakhulukazi ngesikhathi sobhubhane olufana nobhubhane lwegciwane lekhorona,en-zu,englishzulu00415.xlsx,Sheet1,12,9
the programme included a presentation of dr manqoba zungus research on the linkages between biodiversity ecosystem services and human wellbeing in urban green spaces in em,ohlelweni bekukhona nenkulumo kadkt manqoba zungu ngocwaningo lwakhe ngokuxhumana kokugcinwa kwemvelo izidingo zokunakekelwa kwayo nenhlalakahle yabantu ezindaweni zasemadolobheni ezihambisana nokugcina imvelo kumasipala wasethekwini,en-zu,englishzulu00300.xlsx,Sheet1,26,23
by participating in this survey you understand and consent to the collection of your information and you understand and consent to the fact that survey responses will be sent to and processed by the ceb hr leadership council at facilities located in the united states of america,ngokubamba iqhaza kulolu cwaningo uyakuqonda futhi uyakuvumela ukuthathwa kwemininingwane yakho uyakuqonda futhi uyakuvumela ukuthi izimpendulo zesaveyi zihanjiswe ukuyohlelwa abakwaceb hr leadership council ezikhungweni eziseunited states of america,en-zu,englishzulu00130.xlsx,Sheet1,47,27
